,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
0,61.20566780429704,14.09688259133905,56.28901665562259,11.506059007333464,5.960465238706602,20.512499138193245,10.121634305793105,46.867428943272415,52.482725911339124,1.0127372249671507,158.61269738888984,379.8141745852383,812.0773348367441,344.44927117505716,304.515384805084,554.1954424840876,1685.6863698882353,754.0902877130502,1203.4322870020085,478.5181544667082,689.5591774578141,724.3991622512102,0.0,0.0,0.0,158.70131361295375
1,38.78378949975259,13.208322700573211,44.28425007030024,9.637325525863991,2.9245273367485667,18.49487627214145,6.147782499823527,46.49348669106545,50.2833450454894,8.347409854274696,142.75142765000086,361.822976841727,854.3525471829669,335.64232958251307,277.09920868115364,471.7148498735795,1042.5458709810089,654.5854890756232,1175.1277157748727,462.7428306930805,690.6119395608032,701.3864816824562,0.0,0.0,0.0,152.4602507180623
2,35.753805945084416,10.134385781167083,35.080595688219766,9.61062933327157,-0.027852641302367295,17.71024515756575,5.212758545477743,35.15057170745431,48.771270700217705,21.81988384701952,140.88539591601392,373.8171086707345,732.4426325101384,334.6637805166748,275.14091038658717,442.0589064630598,824.6075276445353,624.3438345877777,1163.4154794050235,477.46646621513304,688.5064153548251,723.3986109221339,0.0,0.0,0.0,156.9181527858419
3,38.58179059610804,10.158400913349945,32.01271089419294,9.050009288830728,-1.9496848911657112,16.589343565314756,4.745246568304851,30.7879120983731,47.78154931058532,31.793811062605094,133.42126898006615,353.826888955722,689.1842756907477,380.65558661107167,268.28686635560456,441.13215823148107,699.1817871937484,638.0013559693854,1123.3986718080384,482.724907473009,685.3481290458581,732.4035728838203,0.0,0.0,0.0,147.11076823672678
4,33.32981910134988,8.165144942172532,27.10409522375003,8.489389244389887,-2.3674745107012205,16.140982928414356,4.067354201404158,29.042848254740623,46.65436661683734,35.967515989742445,129.6892055120923,353.826888955722,814.0436237830801,391.4196263352922,266.32856806103814,428.15768298937866,536.3951878852802,592.1511056168454,787.6478958723607,474.3114014604075,675.8732701189567,718.3958542767526,0.0,0.0,0.0,140.86970534183536
5,31.511828968548976,8.309235735269695,20.35474867689101,7.955465392541466,-3.0916431845627703,15.048103875969634,3.553091026513976,25.926662819682612,46.43442853025237,33.66584047845347,122.22507857614451,346.83031205546763,696.0662870029236,336.6208786483513,250.66218170450648,406.8424736630676,447.44076203365825,564.8360628536301,780.8157579899487,484.8282839761594,577.966394540977,741.4085348455066,0.0,0.0,0.0,132.84548161983207
6,30.905832257615337,7.973023884709649,25.796909528903818,8.702958785129256,-5.041328075728481,14.936013716744535,3.506339828796688,23.30906705423389,45.69213748802809,46.57056784508034,145.55047525098126,349.8288450127195,715.7291764662829,323.8997407924543,259.4745240300555,396.64824311570146,463.45255868695017,553.1296159551092,471.4175138864315,478.5181544667082,495.85095050783275,730.4024702256678,0.0,0.0,0.0,134.62864244694393
7,30.29983554668171,9.36590155131555,17.260186623785696,8.676262592536835,-5.514822977868725,16.953636582796328,6.545167680420484,21.813298045406047,48.11145644046278,54.15075252892537,260.31142689117803,428.79021288701904,858.2851250756387,365.9773506234982,303.53623565780083,398.5017395788589,545.2906304704424,663.3653242495137,179.58762433768817,570.0150323537491,494.79818840484376,863.4757969928098,0.0,0.0,0.0,172.07501981629255
8,67.66963272092248,24.399374297786153,-53.62129074777319,24.66728195539703,-5.292001847449787,79.64005812943331,10.35539029437955,8.974614052967059,93.66613262437525,54.7798771686777,1823.1130041052397,1517.257676369452,2740.0236467191353,2029.5107625484902,1644.9705674358236,577.3641482735561,1401.0322071630453,5970.287918245624,175.68354554773845,2048.6887140684566,635.8683102053736,3094.705260832863,0.0,0.0,0.0,687.4084988516142
9,316.7342809146461,190.5600738709972,144.05719902386826,137.11164515467442,48.18506945309543,257.91945637695443,68.37362666153541,-159.54869427496993,277.3419271836506,-107.56496889423828,4759.313937533689,5396.359812067636,9107.850399428084,9463.548015721528,6802.149126176588,8648.414497092817,4603.391537821434,12368.8366855288,277.1895940864318,9625.050878416076,841.1569202882342,14569.02790267938,0.0,0.0,0.0,3047.4218535341342
10,362.3860331383132,109.26885143201474,435.37286816102403,72.88060577730941,55.64957732212986,145.32489143534175,43.78249666224131,-32.40832852460327,190.90625915575635,-43.93131325880231,2148.7355416859605,3187.44053355875,5781.872646700837,4890.788231059476,4281.819221069558,6137.853537746007,4946.755621608694,4946.949351866595,2257.5335602884393,5733.804347587898,1505.449807274312,8646.764585877014,0.0,0.0,0.0,1883.9094138436587
11,296.7363894538362,56.91586327337912,259.3029582429629,42.713908147873646,16.0988266727683,87.03800863828991,11.991682214484673,143.3445300126683,125.08978674520323,38.929005147600925,1210.1215794905302,1926.0576695414586,3477.3820015951133,2646.9752230924137,1909.3408372022952,2777.464450041489,3914.8842817298805,4049.4550896466644,4336.455515936677,3058.3094355806325,1873.916543320472,4611.541075712469,0.0,0.0,0.0,1036.016440551979
12,189.87896942587207,36.26284959611918,173.93572919178166,34.438088444223126,6.684633912568152,60.94902407864796,5.446514534064188,149.57690088278432,101.99628765378111,48.16639619957403,886.3650736437962,1450.2904403241598,3168.674637020371,1715.396512414418,1214.1449426312033,1905.394364125893,2658.847788704979,2868.0794901376034,3992.8965824211,2287.421947176023,2884.56816218994,3408.8783781628076,0.0,0.0,0.0,652.6368627229334
13,184.02100122018024,49.9514749403496,168.60027737608286,50.98972785152416,7.520213151639171,216.19389460541103,40.97742479920395,46.11954443885849,158.35542234118037,54.47298710050583,2352.1330006905373,2625.7153595668974,9538.467678675654,3202.791092488528,1779.1140006136259,3662.509011199187,3468.333063954739,8300.846388292814,3449.253610920598,4259.337418879491,3463.587318833906,6421.538430011417,0.0,0.0,0.0,978.0637136708442
14,279.3644837404054,124.15823338538821,357.47527165182123,81.15642548095992,39.02155046461659,178.3634658669399,66.2230715665401,44.8730702648353,181.17399882437132,22.940032595846823,2038.6396693807312,2799.630271087506,8341.980854830234,4893.723878256991,2856.178062625177,4594.817732167401,4221.777050917976,7717.475117849858,4411.60903264321,5153.272432718397,3147.7586879371975,7824.311393376331,0.0,0.0,0.0,1784.9439879389515
15,255.12461530305995,83.33250867452554,352.94013760847724,63.00301451811362,17.797837792212707,110.21264905807926,20.640653792183166,167.02753931910917,138.56099454853282,50.805650785852066,1078.5663422444509,1916.062559683952,5119.233271785625,2676.3316950675603,1745.8229296059963,2790.4389252835913,4698.57277348267,4480.642550408848,4273.014235599994,3180.305272763353,3126.7034458774165,4819.655752160331,0.0,0.0,0.0,1290.1168584154161
16,234.92472493860552,47.86215844044076,323.86192521291866,44.84960355526732,4.707096380100074,74.23170794682227,11.056658260138889,210.65413540992122,112.71826937479852,68.22166215460534,717.4892017179782,1388.320759207621,3583.5616046972546,1915.0205218454173,1206.3117494529374,1950.8050274732514,3268.185605788589,3127.5723963881487,4253.4938416502455,2269.543246899245,3074.065340727965,3440.896020693248,0.0,0.0,0.0,822.0371412985581
17,130.69329065802043,37.91989371673656,245.1640109313609,29.63277377758734,0.0,59.15558153104635,6.615294476996418,169.52048766715555,98.69721635500652,67.8227050659819,501.9625364424867,1108.4576831974455,2812.776337733565,1485.4374819424338,934.1082865081999,1525.427589178609,2440.9094453685057,2472.011370070982,4273.990255297481,1787.870027677811,3074.065340727965,2709.492999138504,0.0,0.0,0.0,599.1420379095782
18,88.27352089266603,43.85163136590307,231.558608801329,23.652826636885028,-5.681938825682929,47.33006973279834,4.745246568304851,118.41504653220423,91.68668984511052,83.53547655638134,415.19206081209404,970.5251671638589,2267.131155125341,1032.3692644593332,699.1124911602251,1207.5529457471005,1799.5480349783115,1970.5852279176731,4234.949467397984,1494.4490054883352,2452.935699964438,2297.265851559086,0.0,0.0,0.0,457.3807521541869
19,20.805887075388103,27.425280952826565,183.53954246003957,19.32804343691282,3.3701695975864436,45.3684919463591,2.8751986596132832,110.93620148806504,85.25350081250005,30.52021727969186,428.25428295000256,928.5457057623325,2061.653960233235,904.179336834525,660.9256744161792,1124.1456049050137,1479.3121019124726,1827.181253410793,4261.301999230144,1255.7157723807686,1589.6707755134341,1949.073989040549,0.0,0.0,0.0,385.16273865615744
20,28.885843221169893,20.460892619797054,103.50776522455719,11.319185659186514,-10.389035205783001,36.26116650931976,21.10816576935606,113.42914983611142,80.717277776685,112.52124349521388,396.5317434722246,842.5877609877787,2011.5135921016688,948.2140447972454,684.4252539509766,1060.1999769260806,1185.76249660212,1718.8966195994753,2640.1332817035136,1134.7716234496224,1505.449807274312,1724.9504913274673,0.0,0.0,0.0,347.7163612868088
21,41.611774150776206,18.851878763545407,86.70109200510589,9.530540755494307,-16.07097403146593,29.731914734457696,10.121634305793105,86.38066025980793,76.95083804391734,128.0038474344844,370.40729919640745,774.6210139567361,1657.581581761199,849.3805891475841,623.7180068194165,910.0667634103244,801.4793769231135,1438.9174312765188,2519.106839215072,1055.8950045814838,1452.8117021248602,1602.883229180164,0.0,0.0,0.0,306.7036622632364
22,52.72171385122616,18.275515591156754,77.63082391841789,8.30251589624294,-17.909248357422175,28.639035682012967,6.638670075855062,68.68072698867846,74.2291042224283,136.27453477171613,390.9336482702638,757.6293271989754,1710.6713833122697,934.5143578755101,649.1758846487804,910.0667634103244,703.6295084863293,1411.6023885133036,1832.9649918814046,1063.25682234251,1431.7564600650796,1612.8887424709264,0.0,0.0,0.0,300.462599368345
23,49.085733585624375,16.186199091247897,67.22669287780518,6.967706266621889,-20.415986074635228,26.957683293636478,5.680270522650635,58.085696509481245,71.94724657410919,144.729356149851,364.80920399444665,702.6562229826909,1559.2671344444018,832.7452550283341,578.677146044388,818.3186884840289,634.2450563220643,1281.855935388031,1817.3486767216057,989.6386447322471,1210.6764184373837,1512.8336095633006,0.0,0.0,0.0,275.49834778877926
24,44.035760994510746,14.385064177533371,71.7618269211492,6.967706266621889,-21.947881346265433,25.24830836545371,7.807450018787291,51.105441134951306,71.47987814011614,151.08198056100858,348.0149183885642,673.6704043959227,1408.8460300497024,753.4827806954376,507.19925829271233,760.8602981261469,560.4128828652181,1201.8618815814718,1829.0609130914547,965.449814946018,1030.6540988262595,1473.8121077293267,0.0,0.0,0.0,250.5340962092135
25,26.764854732902172,12.992186510927471,66.42637510545035,11.239097081409252,-20.221017585518656,30.096207751939268,4.48811498085976,54.59556882221627,68.7581443186271,143.63989640784087,413.326029078107,915.5520629475744,1441.2897976642455,759.3540750904668,491.53287193618064,789.5894933050879,504.37159457869626,1356.9723029868728,1264.921527943717,951.7778676755406,1126.4554501982614,1436.7917085535053,0.0,0.0,0.0,224.67826421609183
26,31.95622655656697,12.583929263818844,57.35610701876236,13.882020148058933,-17.157227042258256,33.45891252869226,4.815373364880784,46.99207636067474,69.50043536085138,123.23170687441193,535.5511076542516,850.5838488737837,1790.3060856388752,771.0966638805256,484.6788279051981,825.7326743366589,470.5689127550799,1558.9085119863573,1247.353173388943,1071.6703283551115,1200.1487974074932,1618.892050445384,0.0,0.0,0.0,213.97929925342078
27,34.13781471592805,12.631959528184566,49.352929295214125,13.775235377689249,-10.249771999271164,36.73754968602642,5.119256150043164,39.63787873393784,72.41461500810227,87.67849247670148,648.4460275604615,958.5310353348514,2088.1988610087706,763.2682713538198,509.15755658727875,842.4141425050763,509.7088601297936,1679.8751299377393,655.8852367115569,1177.8908417642049,575.8608703349989,1821.003418918788,0.0,0.0,0.0,209.52139718564118
