,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
0,100633.6588595974,262456.21859861986,36901.49867499818,1041.9534344814317,68.07964125429321,4740.07305549346,4723.200088975202,387.0591750687635,492.03290682841845,253.53845484875913,468.1505715218359,234.07975868279115,29.875915062422997,19.80751916875942,291.83444869442343,42930.42230505622,67428.47752754172,1300.6350485178152,4082.8092581180235,30.320739502467898,1739.590401897709,23.15669932939799,1789.770180133244,2222.7825425625333,122.76031591347828,1444.0624942448442,540.5119326508251,144.39938087160965,62.7546996311086,533.3457365685457
1,67089.10590639827,145435.1410753036,61042.66603247364,1040.7745457530998,67.28969345861398,9314.354389735736,8509.337980685512,437.97544404444614,410.2184219253389,253.53845484875913,478.3836216541009,216.81015972009345,39.10559256873926,16.206213059366668,275.3045953940962,28478.59697464126,37428.32548793411,1469.9951296068664,4082.8092581180235,29.969078204286678,2453.373732016201,69.46938586877306,2991.6876057731483,4808.842913509796,129.89520839977013,2257.9394396831467,440.77791514008516,106.2503475332258,36.121277608082465,619.5762522940605
2,36809.951913245066,85989.92917048799,26437.68212081015,1422.6239729142933,110.30720148998888,5283.167941820458,3115.4083623465467,545.2800563277932,600.5675105868613,1201.5747555424962,465.4890607251032,284.8913386990477,34.49075381558113,14.045160940051595,261.5291875350012,15668.328980286957,22114.96335470556,1806.6163648642835,4082.8092581180235,49.12959522233201,1888.2322708701906,49.136952162734204,1945.020738262302,3512.753852977592,229.81717416557146,1496.854930137751,532.1873770817634,96.9775734899661,29.693066242514565,603.6458578406558
3,25810.90079800671,69165.81259365339,13988.082114560058,6676.194229633526,845.5767509749707,2785.0700093301252,1610.6103062160887,1096.6774392441723,1718.7258325030834,758.8417698339017,596.5914115227786,833.9437365495544,250.42206796521793,140.45160940051596,207.69663661946583,10984.237358487751,17807.032846001504,6759.011112810351,4082.8092581180235,376.6041316879307,1210.5160560708475,399.3067228911168,909.3634790120169,2206.104390457461,0.0,953.6648229087589,639.4329672492647,99.83038695720008,38.57064424207815,381.84575045094317
4,15128.59338189281,53463.30378860776,9386.430742405848,9140.071671846803,1411.1239377482786,1936.8998832857678,1213.5602341698757,1775.700690577215,4325.978053081436,527.2283691909456,1647.8422881149897,1205.1534915955533,609.4360407622128,580.5310817414709,206.8474022859682,6438.0756578567725,13721.498017563725,8709.613864433626,4082.8092581180235,628.4940958423074,1254.6820745305242,182.43075325066664,738.9709391108997,1897.2308399001968,149.40319825478392,898.7467764930778,515.9277188357601,70.9496065630787,36.427448437331925,330.18483564455767
5,11093.747685079688,42994.96458524399,6428.792867295712,7137.8028473209115,725.1997939000602,1423.9615412420628,955.2212428036036,1083.7723941120869,4329.329554940696,473.79704537602265,1226.03871495005,693.6150403050738,266.2096742260221,208.15898302073367,169.76098907030243,4721.071292497619,11096.91353555602,5339.670086222683,4082.8092581180235,323.00090237945057,1014.9545415709093,98.27248008662657,802.1027475748823,1902.7659471490417,144.1705718653064,853.1041214495034,534.4267312114525,79.5080469647806,29.08072458401565,291.1876169957674
6,9370.80445197909,35697.036683470404,4979.6330782084,5856.866563442986,508.1165961541011,1179.9844762364905,838.2270868137266,1271.188845007601,4007.1529245988695,2395.6842464779415,1268.3016708774771,2552.663917141018,883.9065663698209,377.41231655181053,183.1133700891159,3987.853683822154,9181.313864042582,5028.562473756703,4082.8092581180235,226.3116284445241,1280.5445718926087,64.95098814305099,671.948063617842,1557.7685387572096,122.28056551956028,833.8576843523821,546.8892237592875,83.78500661613295,33.36608415700501,272.28720365742623
7,8514.97306999614,25638.832055324157,4236.774871236941,20772.019393204766,1835.1734579621993,1021.3508933680179,753.1614307405183,6576.126082729917,10673.45229211303,5831.465295596822,4333.123129549492,4329.864951572397,1452.5141535126752,640.1277985722716,167.6394935630255,3623.795201601553,6594.5839659099875,21957.10773138826,1727.1870369881274,817.3613316297783,901.2999341655063,78.50404496195443,484.1814569822508,1507.2242699322292,159.39427913277356,804.253726889742,760.3094086409606,350.8372821828144,75.610434337909,285.57650639881916
8,7630.64366072552,26431.434880721696,2259.199416076431,37577.07821557332,3986.8803835263966,945.7055342010431,654.8807949622924,8127.66446338292,12625.431842724332,6676.419130420335,5719.494925944091,6708.396210711758,2188.6951274306543,867.2060546499903,159.16305349272113,3247.410162481481,6798.446672820743,33369.67304145959,1727.1870369881274,1775.6886065019141,792.9906028328518,76.8092007401706,601.6373873017676,1457.1898136170107,172.7157203034264,791.384121360944,3075.6068522934183,1232.9036965367718,527.7490664624696,237.73372661932257
9,7030.700815429807,22684.517184431996,3295.0279326218238,34245.61234985342,3635.700082780572,945.7055342010431,596.6609543038228,5930.035836182003,8415.513055640195,4771.112424659044,2921.696421171857,2356.812213710374,744.2016579253341,332.58726343098647,183.32329318278948,2991.952897082087,5834.732058333539,25901.2246294577,1727.1870369881274,1619.3500407962063,913.1243327506768,192.03012304463567,528.8533195408548,1443.8618580046602,423.943150420826,793.200552171315,1919.467260424154,733.4126793259815,542.1287750721634,217.94649982456716
