,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
0,6.509839060781854,2.350785621103494,5.34136445101019,2.67410116706184,5.328633175341299,3.4622639985751675,1.4694384707454065,6.996613577819607,6.427363014618381,12.3005073399098,-1.4473588299625981,4.462126953644444,2.6308950151492274,4.062632264515721,11.33189305891132,4.076881458217629,14.33443474029593,2.620391195335107,13.331173033985252,2.584255010186752,11.953923168272873,5.090033890898379,14.252982602023437,7.578403059099655,14.659755087732815,2.523209879351226,12.185960366476264,4.6472127728360535,14.653763774414939,3.065868959295119,10.464143355503289,5.801026835989001,14.876624789306543,6.387989444489357
1,8.132560745923922,2.6757944149482147,7.442620543824134,3.771692246037729,6.927272489365681,4.5060363399877925,4.568625874847507,2.634623304587081,7.758147152362862,13.647914286601026,1.89011553596001,2.6809421214009994,5.840821369714016,3.7447734837919824,10.897436365579626,3.2046586238954706,13.39079352637442,2.335200922212695,11.54383820968389,1.3571312779285392,11.672101497621252,1.7297053983138078,11.609540073452582,3.9471449425126997,9.606775354898529,1.8651546403038182,10.304221208690846,2.2103585898432287,11.347696265835971,3.2546008707997993,8.24707802529906,4.9886397727652465,8.9002302335086,3.434053780401017
2,11.127791617888851,5.835477395729619,11.915602898294935,4.552212639794836,10.196182116863046,6.447585352912839,5.927029695092049,3.555408217721034,12.824752096489636,9.495690617026346,4.15494851786051,4.1107860274455925,7.874189356042066,3.2864966407803005,13.577309718582011,3.7794173643735887,12.306057561383872,2.0984578665476357,13.20944404504163,1.5238730102392668,12.292490699638545,1.2541095479412023,12.997576362148685,4.5274992607352145,12.702842646608389,4.227884573455499,11.856728828730338,2.9047257919269343,14.349328051987102,3.379737320168296,10.099878598136101,2.335355423204132,12.31328029537621,3.852721730784759
3,9.049280166490096,4.729522110183776,9.669538564863227,3.8127089633429105,8.960008096482898,4.429656008480884,6.753378729767066,6.988269801736617,10.373728084779591,12.576772685679318,4.3761829025118075,4.905911426704869,8.017454773042285,5.998931233996352,12.203380745715641,5.690990183293002,11.397291965919447,2.704263520904198,10.820950282371577,2.6780681887645152,10.939746849237373,1.3414033917775303,10.406125246470095,6.872530512594555,8.99906742924,6.158803134525753,7.324984568260669,3.204484116799724,9.678746965971541,3.164246567125483,7.04003602323947,2.7000588777238232,7.992054499764836,4.822402701930991
4,3.7367912199919533,2.737064496483327,3.3931597756091394,1.3131301023932556,3.810220451682782,4.0797104879367865,2.2310093197510796,3.0658256086980002,4.036708371392168,8.01187405657747,-3.9042313802305038,4.043076646658555,0.08369458066261126,3.0723899464354445,11.623780982480994,1.6910442342077894,12.491893623156699,3.274178759756083,12.278367221485446,1.0046946124453258,8.892396245897464,1.2568282765554017,9.321451438612163,3.833205268793694,9.185394232763125,5.459259839825185,11.63457919481592,2.476073898994099,12.806446976982736,2.9729354720934404,10.694310213878321,2.1622593845301212,8.222467417907676,2.7730677950642177
5,3.225975818058198,5.082892171933663,1.7614843595366874,2.0801717259935604,2.6115920184022468,4.510824875093402,-4.190097587298977,3.3494317059161975,2.182740201332101,4.016355390786087,-9.553437394547155,4.404263001060944,-5.555560514543138,4.409764731679953,6.797980472862098,2.1658141511792754,12.677084775779962,1.660308696910561,11.8333103462884,0.5005346972717544,4.454747789695493,1.1055675131142193,7.374331793854053,2.1690573672135747,9.129923715698368,3.1612231363077803,5.86911039629049,1.62094570377571,8.269383351649305,2.5909801140764497,5.957030483080834,3.2667928173455816,7.924676213405046,2.069795477801388
6,8.963727642254593,1.5552527654823454,8.70209026114987,0.9742103880410768,10.567547655757952,2.6807725828259312,4.236942362102493,2.0667323087550136,9.733515377549011,5.747404899457291,3.168397642101831,2.87358545819785,6.1763130347429405,2.2182107817708063,9.997672642130093,2.462950792367937,10.701460499981772,3.3762615804687597,10.657508544038217,3.2071802361087856,9.115413999562978,2.9259977746908543,10.705630347902822,3.5788039900044932,10.87233228355554,2.977681671265096,6.43207194867588,1.2580731818259183,9.650447593930885,2.0828116207131853,7.409888585917306,2.7725188224945234,10.346742759438932,3.2343264805134013
7,8.751464849553106,1.8503879840045268,8.082650219638346,2.0218023391853683,9.53012319899053,4.009092402862548,6.476590491955782,2.488344659069065,8.073317040920347,5.387811916026717,5.1368666069996785,8.836973676290295,6.777219366902852,4.801004786521965,11.067608007241487,1.2041024077412366,13.398146936018575,3.1839708899017474,15.527568650007524,1.3623570941613214,8.928249179260263,0.0,10.57479286028907,0.5081463353158449,10.490689749206366,0.0,8.625806904081458,2.7883108523613522,11.22603503524109,2.448873667413523,9.369974237356521,2.999463178260573,9.692081898024622,1.544192177313094
8,7.782416890676112,1.6465741137260157,9.107827932433807,1.2266436540912018,7.651960019928868,3.015255851043106,4.996704226846347,0.1887103367324583,6.508238004841489,6.746447405007368,1.3803957581995272,2.9568644511334705,4.264649527559964,1.537584127063949,10.938258028889656,0.2652559445826532,13.038424295384038,1.982228924212306,13.546975992708274,0.0,9.37472563960068,0.0,11.380460982192139,1.7015788938659184,12.478076720209007,0.061158601958597014,10.812149900935754,2.65981779271366,12.772003939831762,1.888608443805835,8.13044290716584,2.8859514943332982,11.87282879325953,1.8825458698378532
9,6.889801078012233,0.0,9.442434857027479,0.34478641986579683,6.634552643401619,3.251356908427629,6.877776613640872,0.7256342950257144,3.8005368005729196,7.034649066221355,-0.027482519453725818,1.7237630619490154,3.5442099570941314,0.0,10.64088537536579,3.143572093982355,14.75536581638911,3.473342329603757,14.956549938612952,0.7555137670827619,12.606843257772596,1.010143504961313,13.602918908107446,2.479269002453618,14.107913806676816,6.597007823828629,14.069283034164005,3.13238141966723,14.332264634242206,2.224957035712675,9.365692707822102,1.4108692558979625,13.712144103882178,3.6829665736690784
10,8.177313684365275,2.2664087286887082,9.19278674447464,1.0875357513146575,8.287987509412098,3.03657962524737,1.460003829019524,2.0919037300324197,5.578788953867328,10.32908470205447,2.613940304043886,1.8168499009622368,4.691027452963486,1.6780243481967472,11.512733524201012,3.377185364769429,14.456908740048227,2.739039057942358,15.747512318498071,1.2853785255314556,13.378139800408611,0.5453797856134446,13.262332281857578,2.3645830803113768,12.538557792326062,3.386088888470371,16.311075317469548,2.8811723051522735,15.80656139434755,2.743883085133491,9.954817835217371,1.6057320173880063,11.840332717712426,1.6252213618545488
11,7.215320960247741,1.6170538460168844,8.126945088738715,1.9710987422028274,6.421653998006082,1.5552159726324315,0.03905851770727253,2.1681677553082883,4.955539744414752,8.691193228960092,-3.259774131352848,0.0,0.32390353556106516,0.0,11.471899545950114,2.493682305980856,11.792031971477023,1.894042909836059,13.554803904984539,1.1694959744432991,12.328259923781388,1.8293281324046418,11.6394975710965,2.557120225503626,10.973279547420432,6.009062107149225,11.296455794161542,3.326061735050135,11.804366510840492,3.6265339584442033,7.977112551485612,3.366093215411866,9.958573553529018,2.7805323307398497
12,10.037090971879543,1.857718154870277,10.701769167882574,2.532772908216088,10.451021516195857,2.4600221442569623,2.7907945413601625,0.8282077197194182,8.73630153614266,5.775338594087544,2.1767154970638596,1.171917008413839,4.923627640624963,1.2883260629417939,8.76667765512463,5.622831286278601,9.808952164997601,3.965298948398633,13.072208647262794,3.0063959113992293,8.089076739329215,4.00824545231453,7.3448789352751085,2.7121133025097426,7.9751739924121825,4.5369100555799085,10.984832201255594,4.710008635676571,11.476001404427409,3.082051743482886,6.519173411304568,6.5698946109327645,6.827891275762431,4.499668550899668
13,11.395781803763732,1.9642768302065543,11.342203478185581,1.9410831323892768,11.620201340249118,0.8040691118036696,9.162921834438148,1.2474658130287049,9.953364398396069,8.728754863506675,7.992891254819714,2.2178947987392474,9.878887411033496,2.0450714490659667,9.116623724655067,2.6168204721646378,14.420153418948274,2.787505089727414,16.03719841525906,2.1976864989828573,7.191277541312783,1.3982936172322407,8.821413297309311,0.963318256619181,10.31076266178833,3.7705917422705464,16.14497141512051,2.2186743754603397,17.581548702660264,2.908510375100814,12.382022128295667,7.984552495787712,9.872981067372375,2.209017078013526
14,11.192303535794053,0.4122957810963155,11.140006125575798,0.8583545468425751,9.927195152498491,2.282684541370484,8.997618132380001,1.0733993932054446,9.97558829361531,6.313180450889777,5.888496370955457,1.6892866644860667,9.160168544077887,2.2249348686480337,9.834345669408556,0.964684002727333,13.506627554966306,4.140237703664761,14.41676687384309,1.508956535883118,7.306188269254385,0.8454346607091396,9.276544551229254,0.5821996667595561,10.272530697188524,0.05409611755240462,17.719970044488733,2.6799205303251608,17.985218784762534,2.2391448153876365,13.199720270410568,3.3134989762379723,9.655612031714298,1.1691473158536896
