,Site1,Site2,Site3,Site4,Site5,Site6,Site7
0,98.09255502788392,1392.3668520104159,1352.2939885169228,2752.0894914652486,2565.5606199232307,2356.4963779982027,2420.6855556913165
1,1608.4516236858506,1557.6862330973793,2477.802800984098,2674.2476188919627,909.0780795635819,2271.252386885635,1499.9219991526938
2,398.00629441780893,1671.7841896364912,1658.6445365582472,2849.5814193931205,1370.9848208585727,3515.122291430667,2932.93413133544
3,0.0,716.6652687494666,280.09720020848636,3659.0,2080.3698185556395,3766.5,3809.0
4,2986.5,2998.5,3322.5,3650.0,3725.5,3781.5,3797.0
5,2955.5,2113.4740817114152,2999.2026110215756,1819.7883613622016,2186.2379972047834,3447.3388186669886,3396.5575851750477
6,1600.0200162095994,1885.080775889508,0.0,3044.714243899164,225.7226637314311,3162.1098684013773,2897.3713623008166
7,0.0,0.0,1305.7077014308657,2345.162119486962,3461.996302998792,3418.4288557281643,3580.861017480978
8,2011.924203795001,2464.082647205056,2559.7642428970566,3559.901818472523,3763.3493586268387,3483.422423448773,3563.280320413272
9,1013.3061769033739,2467.727456166412,2108.375618977227,2245.5994069618737,2490.8987806293426,771.2427924118392,2209.8977069828543
10,2393.993678764592,2592.72440554887,3095.0625286755303,3581.717897132066,2870.8027965210517,3559.986865866944,2981.172906984004
11,2305.4570129419844,1492.2041251610688,3045.594329312355,3301.234449862693,2629.5188337788186,3422.3593899052516,3287.819343525382
12,2679.9468245258377,3120.3765162219374,3291.690638611988,3372.1845708591095,3120.1400108478592,3160.6467747201245,2687.8893710897646
13,3044.001015000197,2508.0413071087487,2487.9294194915283,1870.627275085372,1546.9256709082974,1618.0171092178057,1894.4446238481037
14,3203.0,3234.0,3523.5,3769.2714412606597,3921.5,3759.0441684584016,3437.0834262880235
15,1663.1140655301313,2819.175720852918,3590.0,3568.975885952153,2291.2685729679956,3758.5002018833966,3914.27475955763
16,0.0,1966.9695898789166,1929.665527230062,2685.393864889669,2731.9442431282096,3327.3021398535348,3420.3098884409565
17,2721.127398657172,3063.936710393679,2479.477289306522,3728.16749182751,3144.132851746594,3060.8846950381494,3183.8053358019133
18,1896.1452611640434,1073.2343415199307,1935.26080178495,2703.994146490126,2734.4323431489997,3780.165490721985,3655.6812698786734
19,1585.4417979897698,2179.711901900146,2981.106361222347,3628.137909375881,3239.1322282765086,3957.992185263584,4126.692653111986
20,2662.5419470684483,2524.8876132527716,3648.5,4094.0,3683.5953724906676,4233.863195535895,4060.0610759705824
21,2217.962428433093,1978.71243791438,2032.2990761327364,4104.0,3416.7774475867727,2487.0649010427132,3531.0848746422807
22,2158.0692740932614,1787.1614822071092,327.6539249521311,1914.880238456015,2016.7020784710503,2810.6122319697656,2569.4114528913587
23,698.531721058941,1557.3038957871258,1932.3905146616244,3577.8716690424462,3430.102226894838,4240.5,2852.1194418009118
24,1897.2683233696034,2228.74737462767,2088.774466486421,3748.291589902815,4153.5,3057.2186634513428,3004.7744644539744
25,1120.136282313646,1912.1400976971022,0.0,3089.1451543465473,3484.117925429515,3366.730975029428,3226.116288442057
26,116.06674174355066,1358.1179568399575,3303.3570408100677,3989.0039964886464,3399.915672075759,4095.111143758542,3806.5813075566607
27,3609.5,3072.548078452952,3999.5,4355.0,2484.2792469374076,4468.0,4259.210140694923
28,3716.5,3689.5,3678.2263076010827,3858.3662934639265,916.2051302383625,3701.4342503146763,3756.6994555293672
29,3792.5,3437.2255930012416,3969.1508279165387,4062.3632796868023,3631.5429218658155,4372.016429815099,4326.798991105053
30,901.4674733175207,1690.7038041782603,3798.2870947202086,4363.0,3581.7312380639632,3769.4251242282626,3578.001252057843
31,3034.3635026888132,3362.8877797727737,3816.1063044889506,4201.91251693688,3707.5444872846933,4506.849661391834,4469.903472928486
32,3162.826033907986,3532.09546767286,3633.600926355579,3785.7280814153414,3347.981824149586,4077.3162818259175,2608.562286045011
33,3296.20986842917,3459.316745186734,3593.534324100159,4024.9148384480163,3479.0305630784524,4238.032742287212,3987.943204172966
34,3767.7731067520626,3894.039435062192,3867.8846322201775,4322.354595946095,2799.2710115297136,4195.6924479168265,4163.262071552813
35,3296.277639562538,3371.3779243420686,3733.306008273289,4207.040370473819,2973.6060307742,3635.1986236420325,3144.1072820067093
36,3137.7769094985133,3686.95645513015,3658.6565203895025,4472.508644384721,3621.504766732198,4570.275120684877,4440.089253985438
37,2687.758581147019,3892.9938417983353,4090.57500453765,4359.722142704656,1984.3756874456367,4345.111955260579,4051.688628712442
38,2189.4861742100957,2536.0135983728237,3171.315000155208,4461.057195402552,3564.982648342125,4107.2555564013355,3809.8176662883525
39,2738.907586286454,3195.2206872820548,2749.1214769096073,4060.6432210658995,3747.156248560161,3992.0699047663293,3934.8289582299126
40,3872.4296064548616,2955.072060303718,3413.472621400626,4791.693390271796,4034.5629154617527,4403.717137632346,4831.41556690269
41,4246.0,4239.0,4159.14515024326,4512.230039008859,4779.914542194879,4987.406498978619,5083.5
42,3847.488952481495,3942.338864168864,3832.5784736153914,5005.5,3445.716215725134,5146.5,4923.039243723493
43,4008.4057380526956,3478.523901307678,3882.8331453288943,4620.150080855687,4971.0,4173.625323214356,3677.984739473748
44,1047.006556072468,2337.0860657027533,2025.9340356945659,3756.507825765998,4066.9090612656773,4670.1138474464315,4238.647287366277
45,2708.776677559338,2622.114604343052,861.8437389289588,3430.5365567553145,2668.001362519019,4444.898376545406,4118.723660302169
46,893.5150095425615,2485.358415074081,3135.7474606787773,4406.578014356201,3181.0999003253337,3445.631269899724,3367.254223246422
47,2307.7448923072902,3003.962016559868,3132.067730317857,4641.053984269145,4248.397992956849,5162.171518608432,5114.730320805296
48,3392.177420698003,2531.9736814512153,3520.0789287431717,4495.646138165954,3237.453305440049,4829.790222938485,4649.626325345
49,4700.5,4626.0,4719.846820214421,4878.556195622502,3803.351601147836,4928.85158596418,4737.889126642941
50,4715.852158433408,4451.981177611662,4657.528641660143,5049.572101504272,5174.273844094456,5128.552427420349,5165.782056307772
51,3297.02301175062,3544.88351861799,3815.3379874970124,5400.5,3652.43139261521,4791.3198039472845,3776.3473186127653
52,3870.8892169500928,4167.174387487812,4227.2051424348865,5127.2722687001215,4910.402094196282,5244.417106312349,4918.296295113394
53,3980.8514446326144,3859.0489197381944,4412.958475979615,5380.362265028596,3073.3906148826027,5642.613506554846,5174.585932166202
54,4644.484221644665,4658.654265866318,5178.5,4139.73563316095,4623.294182747671,4590.300309701558,4230.2303731341935
55,4867.322202961247,4903.49770749381,5208.5,5444.008228188164,4375.854018409436,5091.652248102134,5215.65281683829
56,4887.355094882989,3994.9358854337374,4625.35431233135,4524.851671304988,1560.617430899525,4397.534240559202,4558.57654220504
57,3822.6553604571623,3011.518458889278,1269.8734171505907,3390.167163272652,2765.9392560266942,3078.9267855660196,4177.567619024717
58,5141.896277677713,4975.861908638822,4835.323190718712,5183.241080212389,5446.505177360876,5369.086837961212,5083.699240489354
59,4374.289921682527,3576.8469645294517,3746.0000298587765,4256.015483029019,3894.9250291902267,4380.1147892945555,5221.37619628838
60,3487.982985819068,3854.145020014257,2358.0224543200347,5311.753342614914,4929.168627060031,5103.1527384092215,4286.933807585312
61,3845.780288877155,3637.7390921620818,4886.401407491399,4963.731739939676,5547.236205855752,5037.471901591693,5719.73227805004
62,5487.2730435749945,5365.5,5029.755266928435,5765.931080354769,4843.259349126038,5284.38923609126,5051.720953257009
63,4150.36723856543,5185.127507319994,4897.041424088901,4529.025976190751,3814.087666199383,5304.120573698328,4707.602241075292
64,4975.516029144152,5555.0,5593.948482687272,5401.796746637603,4464.031787997128,5392.641023180231,5241.521114931526
65,2668.576194884594,3680.167018759586,5790.030705057843,5848.22283737061,4728.232281382663,5907.647360328558,6074.0
66,3758.57739706518,4869.879171857558,5791.5,5974.070989237808,3963.730022340682,5802.0202306435485,5373.673579586917
67,1000.021784131106,3380.9898165966283,4061.473665204391,5209.918419964168,3750.6052789030537,5191.031665242402,5553.6024367664495
68,5101.411534998037,5258.77584803325,5334.516905598615,5004.7032360738685,5833.970614708033,5630.021106260739,5553.289431532748
69,5629.451508858427,5579.631053850436,5413.027049321893,5628.83419785006,3801.5137028953327,5507.541392505593,5725.680305720127
70,5971.5,5648.173563805106,5932.691594186922,6170.223732309742,6247.0,6206.212194670588,6140.1664193587085
71,6032.5,5699.99326023349,6098.0,6026.24436287066,5384.231973284009,6432.5,6335.0
72,6162.0,5967.0,5671.224475613377,6256.507572336148,5920.922648128236,6231.561171296082,6582.5
73,6109.0,5895.5,6107.5,6462.197562095832,6391.5,6465.676428504277,6202.3416567322565
74,6251.5,6001.0,6303.5,6541.5,6232.919254833935,6566.5,6493.5
75,6255.5,6025.5,6206.5,6658.0,5833.5077174030885,6400.085510504755,5623.59631965254
76,6161.077900019878,6062.67264661039,6124.811767753373,5861.225674159081,3113.3391844228236,6469.05683904765,6189.141548517525
77,6450.5,5421.853613580153,5466.605017022675,6146.414079041312,5553.904333443566,6570.204320953988,6156.600027900454
78,4775.192025264356,4961.499218744208,4634.900776320667,5310.424121588894,4798.300076747605,3706.8384341690744,4342.616940342241
79,3950.7423313963777,4726.250649112828,4600.090758352331,6102.488139248542,6058.181931124697,5612.724745867056,5914.650635666061
80,6093.059835995882,5762.181235914303,5444.611734584875,6729.322906456389,6276.850057952657,6928.5,6718.90860004327
81,3600.1221353061674,3331.4217856785863,5629.881582030345,6089.93889438958,5513.284229115429,6794.053213361644,6153.942761684065
82,5122.834402158893,4483.645429230848,5618.979912003992,6364.772524282753,5803.862611688484,6446.010350373203,6562.855829564183
83,6369.860180690646,6024.039560842889,6617.5,6907.0,6546.337457230129,7014.0,6908.0
84,6629.565206264228,6200.082149582478,6586.0,6991.0,5604.3886089852,7026.0,6950.300992907974
85,6735.0,6371.092505872097,6456.254414725801,6874.253685613295,6902.5,7096.836026582213,7113.5
86,3136.171396397342,4563.391943458433,5964.110902470224,6647.9239502061855,6234.145049760889,7101.0099672524475,6818.5561764312115
87,1323.4631524422102,4452.635745158177,4760.381220856548,5722.762937779653,6191.542353158554,6596.287078953161,6694.479909496179
88,5672.311723435826,6301.769782453373,6291.661688189212,6643.554386248998,5844.134753665536,6737.021637045773,6679.518290669998
89,7121.5,6378.853369201951,7036.235845295758,7174.903853895193,4451.934247895886,7042.9535062449595,7089.597273358668
90,6697.314674540102,6361.872439068924,6643.862188383515,7029.021365233035,2742.089157769655,6996.658177636623,6861.435847256491
91,5930.982655619747,6063.018905714395,6563.580704270908,5953.510335613661,4005.238196204617,5948.541842434177,5000.7615105776495
92,7251.5,6905.100313503372,7248.0,7212.333403870501,6543.068591642767,7016.02114616118,7013.8758763262285
93,6648.748553542255,6840.408239967921,7052.441905275467,7582.5,7037.155998260932,6825.257595177796,6519.45818029359
94,7357.0,7037.5,6657.03107632411,7424.588483356824,7499.5,7482.922229881792,6875.991620852667
95,7290.5,7015.5,7253.5,7298.057557752039,7385.358771706737,7123.9342678367975,6946.01635453603
96,7042.626295054678,6889.813824316288,6890.426125000143,7356.621650736702,6744.86694716689,7381.906658179631,7045.945437543094
97,6815.538849697557,5760.56072022555,3633.3231873322175,5643.6727320066275,5377.651099269782,5745.66273768768,6543.674861973172
98,5524.06242677638,6175.297319656991,5466.350569700079,7154.157045327859,5418.2121825754475,6862.446380839063,6699.316645898776
99,6861.31734255316,6884.478942107909,6532.824167990604,7692.664689832004,7264.738768913036,7794.5,7422.394899066668
100,6263.02416711257,6107.403218242813,6197.4297670348515,7192.078234232288,7166.033818465818,7754.0,7697.5
101,6570.749437758989,6372.8701553299625,6468.414363825243,7105.6023717613,6933.083465382454,6680.704225813041,6890.862519789384
102,7766.5,6070.2030453922025,6079.77821160848,7883.0,7664.658069178491,7696.644045466882,7379.699253176904
103,7116.223636857943,6845.870196790784,6778.944730646799,7886.902778863259,7754.0,7975.5,7929.5
104,5876.963480189201,6484.217376474667,5611.73850194879,5723.06563393589,4002.5839452892496,7173.033286554985,7751.782521210964
105,5376.675309524111,5734.249604960781,6358.195496343784,5898.087778558591,4513.7730024555,6179.821158563698,5812.094750490412
